srcip,dstip,proto,bytes_r,bytes_r_max,bytes_s,bytes_s_max,first,last,pkts_r,pkts_r_max,pkts_s,pkts_s_max,count,activity,ss_time,service
10.145.43.25,23.246.2.211,6,64704,64704,2576,2576,45:54.3,45:54.5,55,55,33,33,1,['browse_home'],0.182095,netflix
10.145.43.25,23.246.3.195,6,137699,137699,3978,3978,45:54.6,45:54.7,111,111,60,60,1,['browse_home'],0.113493,netflix
10.145.43.25,23.246.3.198,6,14465,8281,2760,1432,34:33.2,45:54.1,20,11,20,11,2,"['browse_home', 'browse_home']",680.824106,netflix
10.145.43.25,23.246.3.201,6,7095,7095,1380,1380,45:53.2,45:53.3,10,10,10,10,1,['browse_home'],0.091304,netflix
10.145.43.25,23.246.3.202,6,8074,8074,1380,1380,45:53.0,45:53.1,11,11,10,10,1,['browse_home'],0.082912,netflix
10.145.43.25,23.246.3.206,6,8341,8341,1379,1379,34:33.5,34:33.5,11,11,10,10,1,['browse_home'],0.058296,netflix
10.145.43.25,23.246.3.212,6,503522,251761,12640,6320,34:34.1,45:54.9,400,200,210,105,2,"['browse_home', 'browse_home']",680.799015,netflix
10.145.43.25,35.161.50.134,6,25318,25318,9713,9713,34:31.1,34:31.8,28,28,26,26,1,['browse_home'],0.661045,netflix
10.145.43.25,52.42.117.17,6,25319,25319,10181,10181,45:50.9,45:51.7,28,28,35,35,1,['browse_home'],0.73157,netflix
10.145.43.25,54.148.37.5,6,396783,210931,360441,189917,34:31.3,46:16.2,515,261,663,337,2,"['browse_home', 'browse_home']",704.911528,netflix
10.145.167.113,172.217.14.170,6,5271,5271,1485,1485,25:38.2,25:52.8,12,12,11,11,1,['watch_video'],14.601551,netflix
10.145.167.113,172.217.6.138,6,40,40,75,75,11:38.6,11:38.6,1,1,1,1,1,['watch_video'],0.035547,netflix
10.145.167.113,192.124.233.66,6,98101851,19725495,437782,102032,11:18.1,46:48.1,77002,15497,5690,1371,5,"['watch_video', 'watch_video', 'watch_video', 'watch_video', 'watch_video']",2130.050873,netflix
10.145.167.113,23.246.2.196,6,8339,8339,1379,1379,57:36.1,57:36.2,11,11,10,10,1,['browse_home'],0.064743,netflix
10.145.167.113,23.246.2.202,6,9257031,4665765,127860,66152,37:36.0,57:36.4,7370,3702,1585,855,3,"['watch_video', 'watch_video', 'browse_home']",1200.396876,netflix
10.145.167.113,23.246.2.203,6,14179,7090,2760,1380,47:28.8,57:36.1,20,10,20,10,2,"['browse_home', 'browse_home']",607.334159,netflix
10.145.167.113,23.246.2.204,6,6185,6185,1328,1328,57:35.8,57:35.9,9,9,9,9,1,['browse_home'],0.148411,netflix
10.145.167.113,23.246.2.207,6,17432,9361,2928,1548,47:28.5,57:35.8,23,12,23,13,2,"['browse_home', 'browse_home']",607.207598,netflix
10.145.167.113,23.246.3.195,6,137698,137698,3978,3978,47:30.0,47:30.1,111,111,60,60,1,['browse_home'],0.091068,netflix
10.145.167.113,23.246.3.196,6,64703,64703,2524,2524,47:29.2,47:29.3,55,55,32,32,1,['browse_home'],0.088681,netflix
10.145.167.113,23.246.3.198,6,6186,6186,1328,1328,47:28.6,47:28.7,9,9,9,9,1,['browse_home'],0.057554,netflix
10.145.167.113,23.246.3.203,6,137696,137696,3978,3978,57:36.6,57:36.7,111,111,60,60,1,['browse_home'],0.097836,netflix
10.145.167.113,23.246.3.204,6,4665829,4665829,56740,56740,11:17.6,11:41.8,3703,3703,674,674,1,['watch_video'],24.209495,netflix
10.145.167.113,23.246.3.206,6,9062072,4663573,120895,60992,14:05.5,47:29.1,7242,3728,1441,761,3,"['watch_video', 'watch_video', 'browse_home']",2003.578316,netflix
10.145.167.113,23.246.3.212,6,503568,251811,17632,11312,47:30.2,57:36.8,401,201,306,201,2,"['browse_home', 'browse_home']",606.601831,netflix
10.145.167.113,31.13.93.19,6,10437,10437,5418,5418,14:16.0,14:16.5,20,20,21,21,1,['watch_video'],0.469397,netflix
10.145.167.113,31.13.93.63,6,8785,8785,76019,76019,57:42.7,57:45.6,82,82,115,115,1,['browse_home'],2.845839,netflix
10.145.167.113,34.210.42.111,6,228662,199843,222408,184945,25:38.0,47:50.4,311,267,415,352,2,"['watch_video', 'browse_home']",1332.352225,netflix
10.145.167.113,35.161.50.134,6,25425,25425,9713,9713,37:33.7,37:34.7,30,30,26,26,1,['watch_video'],0.992973,netflix
10.145.167.113,50.19.96.52,6,8139,8139,2211,2211,11:13.5,11:13.8,18,18,20,20,1,['watch_video'],0.30463,netflix
10.145.167.113,52.40.130.35,6,75756,25320,29139,9713,11:15.2,46:22.6,80,28,78,26,3,"['watch_video', 'watch_video', 'watch_video']",2107.374879,netflix
10.145.167.113,52.42.117.17,6,75666,25325,29719,10181,25:38.0,57:34.6,78,28,89,35,3,"['watch_video', 'browse_home', 'browse_home']",1916.503964,netflix
10.145.167.113,52.89.124.203,6,118782,32863,150199,38255,11:15.2,46:24.6,170,48,252,71,4,"['watch_video', 'watch_video', 'watch_video', 'watch_video']",2109.449664,netflix
10.145.167.113,54.148.37.5,6,180167,180167,181448,181448,57:33.7,57:58.0,237,237,309,309,1,['browse_home'],24.263165,netflix
10.145.43.25,162.125.8.7,6,260,260,374,374,47:12.4,47:17.4,5,5,6,6,1,['watch_video'],5.001328,netflix
10.145.43.25,172.217.1.131,6,160,80,254,127,03:00.4,47:21.1,4,2,4,2,2,"['watch_video', 'watch_video']",2660.683109,netflix
10.145.43.25,172.217.1.138,6,16924,9904,215732,209962,26:44.3,55:37.2,93,73,200,183,3,"['watch_video', 'watch_video', 'watch_video']",1732.846782,netflix
10.145.43.25,172.217.6.138,6,40,40,75,75,47:26.1,47:26.1,1,1,1,1,1,['watch_video'],0.009217,netflix
10.145.43.25,172.217.9.14,6,11078,11078,12116,12116,44:52.6,44:54.4,22,22,36,36,1,['browse_home'],1.834576,netflix
10.145.43.25,192.124.233.66,6,150094357,20143697,792434,105682,02:40.6,55:51.7,117754,15803,10367,1457,9,"['watch_video', 'watch_video', 'watch_video', 'browse_home', 'watch_video', 'browse_home', 'watch_video', 'watch_video', 'watch_video']",3191.113681,netflix
10.145.43.25,216.58.193.138,6,80,80,127,127,20:03.9,20:04.0,2,2,2,2,1,['watch_video'],0.042473,netflix
10.145.43.25,216.58.194.106,6,6682,6682,5498,5498,02:49.5,02:49.8,16,16,14,14,1,['watch_video'],0.260809,netflix
10.145.43.25,23.23.107.225,6,8139,8139,2159,2159,44:49.4,44:49.7,18,18,19,19,1,['browse_home'],0.29113,netflix
10.145.43.25,23.246.2.195,6,64705,64705,2576,2576,44:53.9,44:54.0,55,55,33,33,1,['browse_home'],0.075693,netflix
10.145.43.25,23.246.2.196,6,137696,137696,3978,3978,44:54.1,44:54.2,111,111,60,60,1,['browse_home'],0.097247,netflix
10.145.43.25,23.246.2.197,6,137699,137699,3978,3978,20:48.8,20:48.9,111,111,60,60,1,['browse_home'],0.119538,netflix
10.145.43.25,23.246.2.202,6,4437196,4437196,52744,52744,05:54.9,06:19.5,3531,3531,612,612,1,['watch_video'],24.546345,netflix
10.145.43.25,23.246.2.203,6,7090,7090,1484,1484,20:47.8,20:47.9,10,10,12,12,1,['browse_home'],0.125437,netflix
10.145.43.25,23.246.2.206,6,64706,64706,2524,2524,20:48.3,20:48.4,55,55,32,32,1,['browse_home'],0.068296,netflix
10.145.43.25,23.246.2.207,6,8072,8072,1380,1380,20:47.3,20:47.5,11,11,10,10,1,['browse_home'],0.225798,netflix
10.145.43.25,23.246.2.209,6,260037,251759,7700,6320,20:49.1,44:54.4,211,200,115,105,2,"['browse_home', 'browse_home']",1445.28302,netflix
10.145.43.25,23.246.3.196,6,4431224,4431224,53796,53796,26:22.4,26:46.2,3535,3535,621,621,1,['watch_video'],23.787906,netflix
10.145.43.25,23.246.3.198,6,17448,10093,3464,2072,20:47.6,45:04.6,23,13,23,13,2,"['browse_home', 'browse_home']",1457.004133,netflix
10.145.43.25,23.246.3.199,6,4432871,4432871,48308,48308,55:28.1,55:51.7,3519,3519,543,543,1,['watch_video'],23.589257,netflix
10.145.43.25,23.246.3.201,6,7094,7094,1380,1380,44:53.7,44:53.8,10,10,10,10,1,['browse_home'],0.096583,netflix
10.145.43.25,23.246.3.202,6,8072,8072,1380,1380,44:53.5,44:53.5,11,11,10,10,1,['browse_home'],0.047458,netflix
10.145.43.25,23.246.3.204,6,4433944,4433944,50656,50656,02:40.3,03:04.6,3516,3516,590,590,1,['watch_video'],24.243626,netflix
10.145.43.25,23.246.3.206,6,8881018,4432606,92930,47900,20:47.9,51:42.2,7057,3521,977,528,4,"['browse_home', 'browse_home', 'watch_video', 'watch_video']",1854.262753,netflix
10.145.43.25,23.246.3.207,6,4431929,4431929,50364,50364,19:42.3,20:06.4,3525,3525,564,564,1,['watch_video'],24.031658,netflix
10.145.43.25,23.246.3.212,6,251760,251760,6320,6320,20:49.0,20:49.1,200,200,105,105,1,['browse_home'],0.131023,netflix
10.145.43.25,31.13.93.19,6,30894,20764,10449,6402,02:37.2,26:25.5,40,26,43,27,2,"['watch_video', 'watch_video']",1428.30996,netflix
10.145.43.25,31.13.93.63,6,1837,1837,3133,3133,44:53.8,45:10.4,12,12,14,14,1,['browse_home'],16.609333,netflix
10.145.43.25,34.210.42.111,6,506062,210385,482089,191149,05:53.2,51:19.2,668,268,885,369,5,"['watch_video', 'watch_video', 'browse_home', 'browse_home', 'watch_video']",2726.092183,netflix
10.145.43.25,35.161.50.134,6,100979,25325,38904,9765,20:45.6,55:26.9,106,28,105,27,4,"['browse_home', 'watch_video', 'watch_video', 'watch_video']",2081.32479,netflix
10.145.43.25,52.40.130.35,6,75552,25270,23976,9713,05:53.2,44:52.1,76,27,74,26,3,"['watch_video', 'watch_video', 'browse_home']",2338.966623,netflix
10.145.43.25,52.42.117.17,6,50433,25321,19426,9713,02:38.2,47:11.0,52,28,52,26,2,"['watch_video', 'watch_video']",2672.797634,netflix
10.145.43.25,52.89.124.203,6,57614,29103,74905,37478,26:20.7,47:13.4,88,48,123,62,2,"['watch_video', 'watch_video']",1252.719175,netflix
10.145.43.25,54.148.37.5,6,72959,44214,78545,41253,02:38.3,55:29.2,107,64,144,84,2,"['watch_video', 'watch_video']",3170.851002,netflix
10.145.167.113,162.125.8.7,6,260,260,426,426,49:28.9,49:33.7,5,5,7,7,1,['watch_video'],4.823235,netflix
10.145.167.113,172.217.12.74,6,40,40,75,75,01:41.8,01:41.8,1,1,1,1,1,['browse_home'],0.022102,netflix
10.145.167.113,172.217.14.170,6,1512,1512,5096,5096,53:46.3,53:46.4,9,9,11,11,1,['watch_video'],0.092835,netflix
10.145.167.113,192.124.233.66,6,118317447,19722491,554980,97616,03:28.2,53:55.0,92906,15497,7244,1316,6,"['watch_video', 'watch_video', 'watch_video', 'watch_video', 'watch_video', 'watch_video']",3026.769578,netflix
10.145.167.113,216.58.194.106,6,80,80,127,127,30:39.8,30:39.8,2,2,2,2,1,['browse_home'],0.025402,netflix
10.145.167.113,216.58.194.138,6,1542,1542,1671,1671,40:39.9,40:40.1,10,10,9,9,1,['browse_home'],0.167734,netflix
10.145.167.113,23.246.2.193,6,755276,251760,18960,6320,04:37.1,35:42.3,600,200,315,105,3,"['browse_home', 'browse_home', 'browse_home']",1865.188764,netflix
10.145.167.113,23.246.2.194,6,129413,64707,5048,2524,11:15.8,35:42.1,110,55,64,32,2,"['browse_home', 'browse_home']",1466.290814,netflix
10.145.167.113,23.246.2.196,6,300004,141662,12096,4669,04:36.6,40:17.1,252,115,146,63,4,"['browse_home', 'browse_home', 'browse_home', 'browse_home']",2140.521876,netflix
10.145.167.113,23.246.2.197,6,137697,137697,3978,3978,11:15.9,11:16.0,111,111,60,60,1,['browse_home'],0.098752,netflix
10.145.167.113,23.246.2.202,6,4588656,4523953,49196,45424,13:38.9,36:56.8,3645,3590,524,468,2,"['browse_home', 'watch_video']",1397.829933,netflix
10.145.167.113,23.246.2.203,6,36736,8380,6964,1432,01:25.3,40:16.7,51,11,51,11,5,"['browse_home', 'browse_home', 'browse_home', 'browse_home', 'browse_home']",2331.416312,netflix
10.145.167.113,23.246.2.204,6,24747,6187,5364,1380,11:15.1,40:16.6,36,9,37,10,4,"['browse_home', 'browse_home', 'browse_home', 'browse_home']",1741.409015,netflix
10.145.167.113,23.246.2.206,6,4666136,4666136,56956,56956,07:21.2,07:45.3,3709,3709,672,672,1,['watch_video'],24.063253,netflix
10.145.167.113,23.246.2.207,6,41644,9360,7016,1444,01:25.0,30:19.5,56,12,52,11,5,"['browse_home', 'browse_home', 'browse_home', 'browse_home', 'browse_home']",1734.509591,netflix
10.145.167.113,23.246.2.209,6,755278,251760,18960,6320,13:39.2,44:06.6,600,200,315,105,3,"['browse_home', 'browse_home', 'browse_home']",1827.399828,netflix
10.145.167.113,23.246.2.211,6,64703,64703,2524,2524,26:33.5,26:33.6,55,55,32,32,1,['browse_home'],0.103791,netflix
10.145.167.113,23.246.3.195,6,550788,137697,15912,3978,01:25.6,35:42.2,444,111,240,60,4,"['browse_home', 'browse_home', 'browse_home', 'browse_home']",2056.605175,netflix
10.145.167.113,23.246.3.198,6,30931,6187,6692,1380,01:25.1,44:05.9,45,9,46,10,5,"['browse_home', 'browse_home', 'browse_home', 'browse_home', 'browse_home']",2560.760282,netflix
10.145.167.113,23.246.3.201,6,28369,7094,5572,1432,04:36.5,44:06.0,40,10,41,11,4,"['browse_home', 'browse_home', 'browse_home', 'browse_home']",2369.467909,netflix
10.145.167.113,23.246.3.202,6,32286,8072,5520,1380,13:37.9,44:01.7,44,11,40,10,4,"['browse_home', 'browse_home', 'browse_home', 'browse_home']",1823.786737,netflix
10.145.167.113,23.246.3.203,6,275392,137696,8008,4030,04:37.0,44:06.4,222,111,121,61,2,"['browse_home', 'browse_home']",2369.429834,netflix
10.145.167.113,23.246.3.204,6,9255801,4664525,113540,56108,03:27.6,40:17.0,7350,3702,1344,673,3,"['watch_video', 'watch_video', 'browse_home']",2209.440361,netflix
10.145.167.113,23.246.3.206,6,4635496,4529099,59803,50384,01:25.3,53:55.0,3704,3594,638,556,7,"['browse_home', 'browse_home', 'browse_home', 'browse_home', 'browse_home', 'browse_home', 'watch_video']",3149.626847,netflix
10.145.167.113,23.246.3.207,6,4861847,4667739,66140,58568,01:25.5,49:53.8,3881,3716,785,689,4,"['browse_home', 'browse_home', 'browse_home', 'watch_video']",2908.318572,netflix
10.145.167.113,23.246.3.212,6,755325,251811,18960,6320,01:25.7,40:17.2,601,201,315,105,3,"['browse_home', 'browse_home', 'browse_home']",2331.551748,netflix
10.145.167.113,31.13.93.63,6,1783,1783,3509,3509,14:07.3,14:07.8,11,11,14,14,1,['browse_home'],0.533444,netflix
10.145.167.113,34.210.42.111,6,236209,175042,248642,173452,35:36.9,53:32.2,324,238,459,329,3,"['browse_home', 'watch_video', 'watch_video']",1075.260204,netflix
10.145.167.113,35.161.50.134,6,227797,25581,83138,10181,03:25.7,43:58.6,250,33,247,35,9,"['watch_video', 'browse_home', 'watch_video', 'watch_video', 'browse_home', 'browse_home', 'browse_home', 'watch_video', 'browse_home']",2432.894322,netflix
10.145.167.113,52.40.130.35,6,77088,25884,29951,10245,11:12.8,53:30.0,86,31,93,36,3,"['browse_home', 'browse_home', 'watch_video']",2537.25593,netflix
10.145.167.113,52.42.117.17,6,75695,25316,24392,10181,01:21.5,49:28.0,79,28,82,35,3,"['browse_home', 'browse_home', 'watch_video']",2886.545058,netflix
10.145.167.113,52.89.124.203,6,1295043,207653,1286082,185623,01:21.6,44:22.4,1736,281,2216,348,8,"['browse_home', 'browse_home', 'watch_video', 'browse_home', 'browse_home', 'browse_home', 'browse_home', 'browse_home']",2580.74913,netflix
10.145.167.113,54.148.37.5,6,263384,171775,299259,181075,03:25.8,49:29.7,377,217,517,315,4,"['watch_video', 'watch_video', 'browse_home', 'watch_video']",2763.82103,netflix
10.145.43.25,192.124.233.66,6,24699365,20135961,133692,85302,20:30.1,27:57.1,19405,15797,1622,1087,2,"['watch_video', 'browse_home']",447.051599,netflix
10.145.43.25,216.58.193.138,6,80,80,150,150,20:42.6,20:42.6,2,2,2,2,1,['watch_video'],0.030389,netflix
10.145.43.25,23.246.2.196,6,137692,137692,3978,3978,27:42.0,27:42.1,111,111,60,60,1,['browse_home'],0.102355,netflix
10.145.43.25,23.246.2.203,6,7092,7092,1380,1380,27:41.4,27:41.5,10,10,10,10,1,['browse_home'],0.120527,netflix
10.145.43.25,23.246.2.204,6,6188,6188,1380,1380,27:41.3,27:41.4,9,9,10,10,1,['browse_home'],0.105414,netflix
10.145.43.25,23.246.2.206,6,64705,64705,2524,2524,27:41.8,27:41.9,55,55,32,32,1,['browse_home'],0.086844,netflix
10.145.43.25,23.246.2.207,6,8071,8071,1380,1380,27:41.2,27:41.3,11,11,10,10,1,['browse_home'],0.054548,netflix
10.145.43.25,23.246.2.209,6,255668,255668,7116,7116,27:42.1,27:48.9,204,204,110,110,1,['browse_home'],6.762328,netflix
10.145.43.25,23.246.3.206,6,4438360,4430019,40975,39596,20:29.6,27:41.6,3523,3512,388,378,2,"['watch_video', 'browse_home']",431.969792,netflix
10.145.43.25,31.13.93.19,6,23381,23381,7917,7917,20:31.9,20:32.7,33,33,35,35,1,['watch_video'],0.813937,netflix
10.145.43.25,34.210.42.111,6,29852,29852,37489,37489,20:27.3,20:30.7,46,46,62,62,1,['watch_video'],3.345944,netflix
10.145.43.25,52.40.130.35,6,25720,25720,9829,9829,20:27.3,20:28.0,26,26,28,28,1,['watch_video'],0.72035,netflix
10.145.43.25,52.42.117.17,6,26393,26393,9777,9777,27:35.2,27:36.1,29,29,27,27,1,['browse_home'],0.882526,netflix
10.145.43.25,52.89.124.203,6,214218,214218,175611,175611,27:35.3,28:00.7,309,309,363,363,1,['browse_home'],25.419671,netflix
10.145.167.113,162.125.8.7,6,208,208,374,374,38:12.7,38:17.5,4,4,6,6,1,['browse_home'],4.80102,netflix
10.145.167.113,172.217.9.170,17,48,48,51,51,55:38.3,55:38.3,1,1,1,1,1,['watch_video'],0.058292,netflix
10.145.167.113,184.73.232.166,6,8139,8139,2159,2159,33:51.1,33:51.4,18,18,19,19,1,['browse_home'],0.342339,netflix
10.145.167.113,192.124.233.66,6,78875477,19720819,374004,104112,35:25.0,55:53.9,61930,15497,4888,1382,4,"['watch_video', 'watch_video', 'watch_video', 'watch_video']",1228.964909,netflix
10.145.167.113,216.58.193.138,6,5127,5127,1370,1370,55:41.3,55:41.5,10,10,9,9,1,['watch_video'],0.121187,netflix
10.145.167.113,23.21.46.184,6,0,0,52,52,42:19.3,42:19.3,0,0,1,1,1,['watch_video'],0,netflix
10.145.167.113,23.246.2.193,6,251758,251758,6320,6320,33:57.3,33:57.5,200,200,105,105,1,['browse_home'],0.169889,netflix
10.145.167.113,23.246.2.196,6,16681,8341,2758,1379,33:56.8,38:20.6,22,11,20,10,2,"['browse_home', 'browse_home']",263.789251,netflix
10.145.167.113,23.246.2.203,6,14175,7090,2760,1380,33:56.7,38:20.5,20,10,20,10,2,"['browse_home', 'browse_home']",263.834035,netflix
10.145.167.113,23.246.2.204,6,6186,6186,1328,1328,38:16.8,38:16.8,9,9,9,9,1,['browse_home'],0.045806,netflix
10.145.167.113,23.246.2.207,6,16142,8072,2760,1380,33:56.4,38:16.3,22,11,20,10,2,"['browse_home', 'browse_home']",259.824817,netflix
10.145.167.113,23.246.2.209,6,251760,251760,6320,6320,38:20.9,38:21.1,200,200,105,105,1,['browse_home'],0.170687,netflix
10.145.167.113,23.246.3.157,6,17469575,4369308,168956,45360,35:24.4,55:53.9,13847,3467,1753,488,4,"['watch_video', 'watch_video', 'watch_video', 'watch_video']",1229.526819,netflix
10.145.167.113,23.246.3.195,6,137698,137698,3978,3978,38:20.8,38:20.9,111,111,60,60,1,['browse_home'],0.122336,netflix
10.145.167.113,23.246.3.196,6,365263,300561,11712,9188,35:24.2,38:20.7,299,244,164,132,2,"['watch_video', 'browse_home']",176.509994,netflix
10.145.167.113,23.246.3.198,6,6186,6186,1328,1328,33:56.6,33:56.7,9,9,9,9,1,['browse_home'],0.043261,netflix
10.145.167.113,23.246.3.199,6,603705,303143,19752,10436,54:25.9,55:30.3,490,246,290,156,2,"['watch_video', 'watch_video']",64.444828,netflix
10.145.167.113,23.246.3.203,6,137694,137694,3978,3978,33:57.1,33:57.3,111,111,60,60,1,['browse_home'],0.124975,netflix
10.145.167.113,23.246.3.206,6,365264,300562,13584,11060,33:57.0,42:12.3,299,244,200,168,2,"['browse_home', 'watch_video']",495.36037,netflix
10.145.167.113,31.13.93.35,6,40,40,135,135,54:24.7,54:24.8,1,1,2,2,1,['watch_video'],0.070727,netflix
10.145.167.113,34.210.42.111,6,28554,28554,37326,37326,55:28.1,55:30.6,41,41,60,60,1,['watch_video'],2.529874,netflix
10.145.167.113,35.161.50.134,6,50486,25326,19426,9713,42:09.3,55:28.8,53,28,52,26,2,"['watch_video', 'watch_video']",799.557327,netflix
10.145.167.113,52.40.130.35,6,25235,25235,10293,10293,33:52.7,33:53.8,26,26,37,37,1,['browse_home'],1.126585,netflix
10.145.167.113,52.42.117.17,6,75601,25319,24392,9713,35:21.7,54:24.5,77,28,82,30,3,"['watch_video', 'browse_home', 'watch_video']",1142.820653,netflix
10.145.167.113,52.89.124.203,6,284865,226622,265258,190648,33:52.9,54:27.0,385,287,481,359,3,"['browse_home', 'watch_video', 'watch_video']",1234.124688,netflix
10.145.167.113,54.148.37.5,6,196254,167093,217836,179746,38:11.8,42:12.4,275,228,381,315,2,"['browse_home', 'watch_video']",240.578686,netflix
10.145.43.25,172.217.12.36,17,6379,6379,558,558,29:39.9,29:40.0,7,7,4,4,1,['watch_video'],0.077192,netflix
10.145.43.25,192.124.233.66,6,68198492,20142541,396284,98982,04:47.2,58:56.1,53612,15817,5087,1335,5,"['browse_home', 'watch_video', 'browse_home', 'watch_video', 'watch_video']",3248.902057,netflix
10.145.43.25,209.97.149.104,6,0,0,127,127,05:03.4,05:03.4,0,0,2,2,1,['browse_home'],0.006169,netflix
10.145.43.25,23.246.2.195,6,64703,64703,2524,2524,04:51.4,04:51.4,55,55,32,32,1,['browse_home'],0.086888,netflix
10.145.43.25,23.246.2.196,6,279360,141663,8647,4669,04:51.2,27:41.0,226,115,123,63,2,"['browse_home', 'browse_home']",1369.837711,netflix
10.145.43.25,23.246.2.202,6,64705,64705,2524,2524,27:40.8,27:40.9,55,55,32,32,1,['browse_home'],0.062533,netflix
10.145.43.25,23.246.2.203,6,7089,7089,1380,1380,04:49.7,04:49.8,10,10,10,10,1,['browse_home'],0.112504,netflix
10.145.43.25,23.246.2.207,6,8072,8072,1484,1484,04:48.8,04:48.9,11,11,12,12,1,['browse_home'],0.13252,netflix
10.145.43.25,23.246.2.209,6,7095,7095,1380,1380,04:59.3,04:59.4,10,10,10,10,1,['browse_home'],0.092934,netflix
10.145.43.25,23.246.2.211,6,53344,53344,2316,2316,04:51.6,04:51.7,46,46,28,28,1,['browse_home'],0.120422,netflix
10.145.43.25,23.246.3.157,6,13098337,4366609,126696,44740,17:09.8,58:56.1,10393,3478,1292,474,3,"['watch_video', 'watch_video', 'watch_video']",2506.274083,netflix
